artist,genre,guitarKey,lyrics,music,postedBy,song,visits,writer
Annesley Malawana,Old Pops, E major ,",|E/B|E/B|E/B7| E |
|E/B|E/B|E/B7| E |
| E | - | -  | - |,E		  A       E	      B
මංගෝ කළු නැන්දේ මොකදෑ මේ පැත්තේ
E		A      E  B        E 
සැන්දෑ යාමෙ බලා ගෙදරින් පැනගත්තේ//

VERSE 1
A			       E
බුලත් කොරටුවෙන් ලපටි දළු වලින්
B	      B7	    E E7
මංගොට දැන් හරිම වැඩ වගේ
A			     E
පොලට ගෙනල්ලා ලාබෙට විකුණාලා
B	       B7	     E/A E
ගෙදර එන්නෙ හිනා වැහි වැහී,VERSE 2
A			       E
මංගො නැන්දගේ දුව අංගො කුමාරි
B	    B7		   E E7
ගිය සුමානේ පැනල ගිහිල්ලා
     A			        E
ඇය හඬා වැලපිලා පොලවේ වැටී නැගිටලා
B		 B7	      E/A E
වැඩක් නැහැනෙ දැන් පසුතැවිලා,,,|E/B|E/B|E/B7| E |
|E/B|E/B|E/B7| E |
| E | - | -  | - |,| E | - | A | - |
| E | - | B | - |
| E | - | A | - |
| E | B | E | - |

VERSE
| A | - | E | - |
| B |B7 | E |E7 |
| A | - | E | - |
| B |B7 |E/A|E/+|,",Clarence Wijewardena,Harsha Jayamanne,මංගෝ,"3,257",Clarence Wijewardena
Nanda Malani,Classics, Eb major ,,Rohana Weerasingha,Harsha Jayamanne,මන්ද නාව කාරණාව,833,Sunil Ariyarathna
Chandralekha Perera,New Pop, G major ,",| G | - | - | - | 
| G | - |Am | - |
|Am | - | F | - | 
| G |Am | G | C |
| G | - | - | - |
| G |Em | - | - |,G
මංගල නැකතින් යන්නට
                      Am
සුබ වෙලාව ළං විය දියණී
Am               G        C 
අපේ සෙවණ හැර අපට නොරිදවා
G
ඔබ අපගෙන් සමු ගන්නේ
G             Em         C       G
සුබ ගමනක් වේවා සුදු දුව සුබ ගමනක් වේවා,| G | - |Bm | - | 
|Em | - | G | - |
| G |Am | - | G | 
| G | - | - | C |
| C |D7 | G | - |,G                             Am
මමත් ඔබ වගේ මංගල නැකතින් යන්න 
D                            G
මව්පිය නොරිදා ආ වග සිහියට ගන්න 
G                          G   Ab+  Am
දෙවියෙකු වැනි විය ඔහු මට හැම සැප දුන්න 
G     C        G       D7     G
මටත් වගේ එය ඔබටත් හිමි වන්න
G             Em         C       G
සුබ ගමනක් වේවා සුදු දුව සුබ ගමනක් වේවා,,G                              Am 
මගේ සුසුම ලෙස ඔබේ සුසුම මට හැඟුණේ 
D                            G
මගේ සුවඳ ලෙස ඔබෙ සුවඳයි මට දැනුණේ 
G                          G   Ab+  Am
ඔබෙ රුවමයි මේ නිවසේ හැමතැන පෙනුණේ 
G     C    G          D7      G
නොනිමෙයි සුදු දුව මේ සෙනෙහස සසරේ..
G             Em         C       G
සුබ ගමනක් වේවා සුදු දුව සුබ ගමනක් වේවා,,,| G | - | - | - | 
| G | - |Am | - |
|Am | - | F | - | 
| G |Am | G | C |
| G | - | - | - |
| G |Em | - | - |,| G | - | - | - | 
| G | - |Am | - |
|Am | - | G | C | 
| G | - | - | - |
| G | - |Em | - |
| C | - |,|,| G | - |Bm | - | 
|Em | - | G | - |
| G |Am | - | G | 
| G | - | - | C |
| C |D7 | G | - |,| G | - | - |  -  |
|Am | - | D |  -  |
| D | - | G |  -  |
| G | - | - |G/Ab+| 
|Am | - | G |  C  |
| G |D7 | G |  -  |
| G | - |Em |  -  |
| C | - |,|,",Unknown,Harsha Jayamanne,මංගල නැකතින් යන්නට,953,Unknown
Clarence Wijewardena,Old Pops, G major ,,Clarence Wijewardena,Harsha Jayamanne,මනමාලී සිරියාවී,938,Clarence Wijewardena
Karunaratna Divulgane,"New Pop,Request", G minor ,",|Gm | - |Bb/Eb|Gm |
|Dm | - |  -  |Gm |
|Gm | - |  -  | - |
|Gm | F | Gm  |Dm |
|Gm |Eb |Bb/Dm|Gm |
|Gm/F|Gm|Gm/Dm|Gm |,Gm    Bb       Eb       Gm
මගේ පෙම්ලොව සිහසුන් අරා සිටි 
Gm    Dm     Gm          Dm
කුමරියේ ඔබ කලත් අභිනික්මන්
F                   Gm
සිහින උයනේ කරමින් සක්මන්
Gm    Dm      F             Gm
කරනු ඇයි තව මා සිතේ හොල්මන්,Gm
ගසක සෙවනක පවන් රැල්ලක 
Gm    F        Bb    Gm
සිහල බව රැඳි ඔබේ සෙනෙහස
Gm    Dm           Gm    Dm
හද නිදන් කල මතකයේ සටහන්
Gm     Dm     F#O7  Dm    Gm
වගෙයි උදුනක ඇවිලෙනා ගිනිදැල්,,Gm
සුලඟෙ සෙලවෙන පහන් රැල්ලක
Gm    F       Bb    Gm
අතිර බව රැඳි ඔබේ ප්‍රේමය
Gm    Dm           Gm    Dm
හිත නිදන් කල මතකයේ සටහන්
Gm     Dm      F#O7  Dm    Gm
වගෙයි ගල් මත ඇඳුනු බිතු සිතුවම්,,,|Gm | - |Bb/Eb|Gm |
|Dm | - |  -  |Gm |
|Gm | - |  -  | - |
|Gm | F | Gm  |Dm |
|Gm |Eb |Bb/Dm|Gm |
|Gm/F|Gm|Gm/Dm|Gm |,|Gm |Bb |Eb |Gm |
|Gm |Dm |Gm | - |
|Dm | - | F | - |
| F |Gm |Gm |Dm |
| F | - |Gm | - |,|Gm | - | - | - |
|Gm | F |Bb |Gm |
|Gm |Dm | - |Gm |
|Dm | - |Gm |Dm |
|F#O7|Dm|Gm | + |,",H.M.Jayawardhana,Harsha Jayamanne,මගේ පෙම්ලොව සිහසුන්,"1,967",Ranil Jayasena
Clarence Wijewardena,"Calypso,Old Pops", E major ,,Clarence Wijewardena,Harsha Jayamanne,මගෙ පැල්පතේ,"1,844",Clarence Wijewardena
H.R.Jothipala,"Duets,Movie Songs", A major ,,J.A.Dodangoda,Harsha Jayamanne,මාගෙ මතකේ,"1,473",Leelananda Gunawardhana
Haroon Lanthra,"Golden Oldies,Movie Songs",,,R.Muththusami,Harsha Jayamanne,මගෙ නාමලී,877,Dharmasiri Gamage
,,,,,,,,
Annesley Malawana,"Calypso,Duets,Old Pops", E major ,",|| A | - | B | - |
 |A/B| E | - | - ||,E			  B			
මගෙ කුඹුරේ ඉනි වැට බිදිලා 
                 B7     E
ලපටි ගොයම් පැල කාදමලා
E			      B	
රැක සිටියෙමි වෙහෙසක් නොබලා  
              B7       E/A/E
අල්ලාගෙන ආවෙමි බැදලා,E7	  A  B	   B7	     E
කාගෙද ගොං වස්සා මගෙ කුඹුරට බැස්සා
	  E7	  A  B	   B7	     E
හොද ගානක් උස්සා පවරා දෙමි වස්සා,E			   B	
කාගෙද මේ හොර වසු පැටියා 
                   B7     E
සොයා කෙනෙක් එන තුරු සිටියා
E			B			
මගේ අලාබය මේ  සැටියා 
                    B7        E/A/E
අය කරගෙන දෙමි හොර කොටියා,E			   B			
සවස් වෙලා අපෙ ගේ පැත්තේ 
                 B7     E
කව්ද බොලේ එනවා දැක්කේ
E			 B			
වැටේ කඩුල්ලේ අර පැත්තේ 
               B7          E/A/E
හදුනන මුහුනකි මම දැක්කේ//,E			  B			
මොකද ලදේ මේ අරුමැක්කේ 
                  B7     E
කලකින් ඔබෙ ලස්සන දැක්කේ
E			      B			
අප ගැන ඇයි සැලකුම් නැත්තේ 
                    B7        E/A/E
මගෙ නම් නැහැ වෙනසක් ඇත්තේ,,| E | - | D | - |
|A7 | - | D | - |,D			 A			
සිරිමල් අයියට පැණි වරකා 
                  A7     D
ගෙන ආවෙමි ගෙදරින් පොරකා
D			A			
සිරිමල් අයියේ මට සලකා 
               A7        D/G/D
දෙනවද මට මගෙ කලුහරකා,D7	 G  A	   A7	     D
දුන්නට පැණි වරකා දෙන්නම් කලුහරකා
	  D7	 G  A	   A7	     D
මා ගැන තව සලකා දෙනවද බහ මැණිකා,,,|| A | - | B | - |
 |A/B| E | - | - ||,| E | - | - | B |
 | B | - |B7 | E |
 | E | - | - | B |
 | B | - |B7 |E/A|,|| E |E7 | A | - |
 | B |B7 | E | - ||,| E | - | D | - |
|A7 | - | D | - |

Change key in Last Chorus,and verse to D major,",Clarence Wijewardena,Harsha Jayamanne,මගෙ කුඹුරේ,"4,627",Clarence Wijewardena
Priya Sooriyasena,Old Pops,,,Unknown,Harsha Jayamanne,මගේ ලමැද,903,Donald Ivon
Milton Mallawarachchi,Old Pops,,,Sarath Dasanayaka,Harsha Jayamanne,පෙර එක දවසක,"2,024",Upali Dhanawalawithana
,,,,,,,,
Indrani Perera,Golden Pop, E major ,",| E | - | - | - |
|F#m| - | - | - |
| E | - |F#m| - |
| B | - |E/D|E/D|,E                                        
මගෙ හිත වෙනතක යාවී ඇති බව 
E      E7     A
විහිළුවටයි කීවේ
B
එය ඇත්තට ගෙන ඉවත බලාගෙන 
B                 |E/D|E/D|
ඇයි නොදොඩා ඉන්නේ
E                         F#m
දරුණුද ඔතරම් හදවත ඔබගේ 
           A         B7
හිනැහෙන්න දැන්වත් ඉතිං,|| E | - | - | - |
 |F#m| - | E | - ||,E     A  E      A
ඔබ විනා නෑ වෙනින් 
B           B7    E
කෙනෙකු මා පතන්නේ
E       C#m       F#m      B
එය ඔබ දැන දැන සෙනෙහස නැති 
A       B7     E
ඇයි නිහඬව ඉන්නේ,,E     A  E      A
මේ වගේ සුළු දෙයින් 
B         B7    E
ඔය තරම් උරණ වී
E        C#m       F#m    B
දුක සැප එක ලෙස විඳගනු කෙලෙසද
A       B7     E
දැන්වත් හිනැහෙන්නේ,,,| E | - | - | - |
|F#m| - | - | - |
| E | - |F#m| - |
| B | - |E/D|E/D|,| E | - | - | - |
| E |E7 | A | - |
| B | - | - | - |
| B | - |E/D|E/D|
| + | + | E | - |
| E | - |F#m| - |
|F#m| - | A | - |
|B7 | + |,|| E | - | - | - |
 |F#m| - | E | - ||,| E | A | E | A |
| B | - |B7 | E |
| E |C#m|F#m| B |
| A |B7 |E/D|E/D|,",Sarath Dasanayaka,Harsha Jayamanne,මගෙ හිත වෙනතක,826,K.D.K.Dharmawardhana
Abeywardhana Balasooriya,"Duets,Old Pops",,,Victor Rathnayaka,Harsha Jayamanne,මගෙ හිත පිරී තිබෙන්නේ,528,K.D.K.Dharmawardhana
,,,,,,,,
,,,,,,,,
Chandralekha Perera,New Pop, E major ,",| E | D | - |Bm |
| E | - | - | - |
| E | - | - | - | 
| A | - |F#m| - |
| D | E | D | - |
| E | - | - | - |
| E | - | - | + |,D   Bm       E
මගේ දිනපොතේහි අද රෑ ලියන්නේ //
          E
අ‍ප පෙම්කතාවේ අවසානයයි
E        A   D              E
ඔබ නේන දා හෙට මා මනමාලියයි
            D   Bm       E
මගේ දිනපොතේහි අද රෑ ලියන්නේ,| E | - | - | - |
| A | - | E | - |
|F#m| - | D | - |
|Bm | + | E | - |
|Bm | E | + | + |,E    E7          A
කවදාක හෝ..… එක්තැන් වෙලා
A        D   A       E
සුව හා සුසුම් සමසේ දරා
E7        A           Bm 
අත්වැල් බැඳන් යමු ජීවිතේ
       D  Bm          E
ඒ කී වදන් බොල් හීනෙකී,,E    E7          A
පාසැල් සමේ    අ‍පි දෙන්නගේ
A         D   A       E
නම් කුරුටු ගෑ  කඩදාසි ඒ
E7        A           Bm 
ගිණි අවුළුවා නටබුන් පෙමින්
          D  Bm          E
අපි වෙන්වෙමු  දෛවේ ලෙසින්,,,| E | D | - |Bm |
| E | - | - | - |
| E | - | - | - | 
| A | - |F#m| - |
| D | E | D | - |
| E | - | - | - |
| E | - | - | + |,|| D | - |Bm | - |
 | E | - | E | - ||
 | E | - | - | - |
 | E | - | - | - |
 | A | D | D | - |
 | E | - | - | - |
 | D | - |Bm | - |
 | E | - | + | + |,| E | - | - | - |
| A | - | E | - |
|F#m| - | D | - |
|Bm | + | E | - |
|Bm | E | + | + |,| E | - |E7 | - |
 | A | - | - | - |
 | D | - | A | - |
 | E | - |E7 | - |
 | A | - | - | - |
 |Bm | - | - | - |
 | D | - |Bm | - |
 | E | - | + | + |,",Sarath Dasanayaka,Harsha Jayamanne,මගේ දිනපොතේහි,733,Ajantha Ranasinghe
Nanda Malani,Inspirational, Eb major ,,Rohana Weerasingha,Harsha Jayamanne,මගේ දේශය,792,Sunil Ariyarathna
,,,,,,,,
Sunil Edirisinghe,New Pop, D minor ,",||Dm | - | C | -  |
 |Am | - |Dm | -  ||
||Dm | - |Am |C/Dm||,C       Dm       Gm     Dm
මගෙ අමල් බිසෝ දොර හරින්නෙපා
      C  
හොඳ පරිස්සමින් ඉඳපන්
    Am
මම දීපංකරේ ලතැවුලෙන් මෙසේ
     C          Dm
නුඹ මූදුකරේ තනියෙන්,Dm             F
යස ඉසුරු අරන් සුදු මහත්වරුන්
   Dm      C      Dm
ඒරොප්පෙ ඉඳන් ඇවිදින්
    Am       C        Am      C
මුදු බැලුම් හෙලයි, ලං වෙන්න බලයි
     Dm       C      Dm
නුඹ නොදැක්ක සේ ඉඳපන්,Dm              F
ඇඳි නේක ඇඳුම් සුදු නෝනවරුන්
     Dm    C      Dm
ගෙට එබී බලයි හොරැහින්
     Am     C       Am      C
මගෙ පුංචි එවුන් ටික ලඟට කරන්
     Dm    C      Dm
නුඹ හෝදිසියෙන් ඉඳපන්,,,||Dm | - | C | -  |
 |Am | - |Dm | -  ||
||Dm | - |Am |C/Dm||,| C |Dm |Gm |Dm |
| C | - | - | - |
|Am | - | - | - |
| C | - |Dm | - |,|Dm | - | F | - |
|Dm | C |Dm | - |
|Am | C |Am | C |
|Dm | C |Dm | - |,",Rohana Weerasingha,Harsha Jayamanne,මගෙ අමල් බිසෝ,"1,908",Bandara Ahaliyagoda
,,,,,,,,
Milton Mallawarachchi,Old Pops, G major ,",|| G | - | C | - |
 | D | - | G | - ||,G        C  G     D
මඟ තොටදී හමුවෙද්දී
D      D7     G
අපට කතා හැදුනා
G         C G      D
ලොව කැළඹී ගිනි ගද්දී
D         D7     G
දෙදෙනා කතා කෙරුවා,G              G7      C
අවදි වෙලා සිත අමුතු හැඟුම්
D      D7                G
රහසේ දිනූ පෙම එලිවූ බැවින්
G       C      Am       G
මුහුණු වසාගෙන කඳුළු පුරෝගෙන// 
D        D7     G 
දෙදෙනා බලා සිටියා,,G           G7       C
විසදී තීරණ නොසිතූ ලෙසින්
D       D7               G
දෙඅතේ විසූ අප එක්වූ බැවින්
G       C      Am     G
නැකත උදාවිය  සතුට දරාගෙන
D        D7     G 
කඳුළු කඩා වැටුණා,,,|| G | - | C | - |
 | D | - | G | - ||,|| G | - | C | - |
 | G | - | D | - |
 | D | - |D7 | - |
 | G | - | - | - ||,| G | - | - | - |
 |G7 | - | C | - |
 | D | - |D7 | - |
 |D7 | - | G | - |
|| G | - | C | - |
 |Am | - | G | - ||
 | D | - |D7 | - |
 | G | - | - | - |,",Clarence Wijewardena,Harsha Jayamanne,මග තොටදී,"2,812",Premakeerthi De Alwis
Milton Perera,Golden Pop,,,Unknown,Harsha Jayamanne,මධු සඳෙන්,"1,447",Hema Sri De Alwis
Mohan Raj,"Duets,Golden Oldies,Movie Songs",,"[the_ad id='5764'],| F | - | - |Gm/F|
| F |Am |Dm |  F |,|| F |Dm |Bb | F ||
 |Gm | G |Am | F |
 |Dm |Gm | - | - |
 |Am | F | - | - |
     Repeat,| Dm |Bb | F |Am |
| Gm | G | F | F |,| F | - |Bb | F |
|D7 |A7 |Am | F |,| F | - |Bb | F |
|D7 |A7 |Am | F |
| F | - |Bb | F |
|D7 |A7 |Am | F |
|| F |Dm |Bb | F ||
 |Gm | G |Am | F |
 |Dm |Gm | - | - |
 |Am | F | - | - |",R.Muththusami,Harsha Jayamanne,මධුර යාමේ,"4,557",Karunarathna Abeysekara
Milton Mallawarachchi,,,,,,මධු මල ලෙස,,
W.D.Amaradewa,,,,,,මා වවුලන්,,
Deepika Priyadarshani,New Pop, B minor ,",||F# |F#+|F# |F#+||
 |F# | - | G |F07|
 | A |G07|Bm | - |,F#     Bm
මා තොටින් එන උතුරු හුළඟේ
D              F#   A
ගිණි සිඹින මඩු පල්ලියේ
E            Bm
දෑස් අග මුතු කඳුලු හංගන 
E    D       Bm|- |F#|-|
සරෝජා මගෙ දෝණියේ
F#     Bm
වෙඩි හඬට පොඩි අකුරු ඇදවෙයි
D              F#   A
මක් කරන්නනද පැංචියේ
E           Bm
ගුරුතුමී මා සිසුවියයි නුඹ
E    D       Bm|F#
ඒත් අපි එක පංතියේ,Bm          A
කරවටේ අත දමා හිනැහුනු
A     Abm       E    Bm
කෝ නුඹේ පොඩි යාළුවන්
A            E    D
දයාවක් නැති ලෝකයක් දැක
A              Bm|- |F#|-| 
උන් ගිහින් පැන මායිමෙන්
Bm        A
තාත්තා හීනෙන් ඇවිත් අත 
A     Abm     E    Bm
වනන තුරු කඳවුරු දොරින්
A            E    D
කාටවත් නැති දුවේ කවුරුන්
A           Bm
නුඹ රකීවිද සෙනෙහසින්,,Bm          A
මන්දිරේ දොර නුඹව කැඳවයි
A    Abm    E    Bm
බේබිලා හඬනා හඬින්
A           E     D
මායිමේ වැට හඬ ගසයි හෙට
A           Bm|- |F#|-| 
අවි දරා රකිනා ලෙසින්
Bm           A
දමා ගොදුරට කෙලෙස යන්නද
A    Abm     E    Bm
ඒත් යන්නට වෙයි ඉතිං
A              E    D
වරක් දැක සිත නිවාගන්නට
A            Bm
දුවේ ඩින්ගක් හිනැහියන්,,,||F# |F#+|F# |F#+||
 |F# | - | G |F07|
 | A |G07|Bm | - |,|F# |Bm | - | - |
| D | - |F# | A |
| E | - |Bm | - |
| E | D |Bm | - |
|F# |F#+|F# |Bm |
|Bm | - | D | - |
|F# | A | E | - |
|Bm | - | E | D |
|Bm | - |,|Bm | - | A | - |
| A |Abm| E |Bm |
| A | - | E | D |
| A | - |Bm | - |
|F# |F#+|Bm | - |
| A | - | A |Abm|
| E | D | A | - |
|Bm | - |,",Rohana Weerasingha,Harsha Jayamanne,මා තොටින් එන,"1,029",Mahinda Chandrasekara
